relevance,min_member_sat,fairness_gap,disagreement,diversity,group_ndcg,group_hit,min_member_ndcg,min_member_hit,w2,method,n_groups
0.9854652224718271,0.9945001565479301,0.0048255452343651485,9.340377718980875e-06,0.9686040220496891,0.09739456441986645,0.27990490490490494,0.01712906157440223,0.05405405405405406,0.0,diffusion_greedy,666
0.9854751453922318,0.995041945675114,0.0042887151062309566,7.342226336811427e-06,0.9682377738816602,0.0970018161283569,0.2821321321321321,0.017138687759960775,0.05555555555555555,0.25,diffusion_greedy,666
0.9854431008254444,0.9952930558372188,0.004029416644179427,6.603485866072187e-06,0.9679587249820297,0.09697536877435038,0.28150650650650655,0.017758970744488137,0.06006006006006006,0.5,diffusion_greedy,666
0.9853703830693219,0.9954513510963222,0.003888794520237782,6.289377539493325e-06,0.9679466770575927,0.09804097487169375,0.2876126126126126,0.018101149716131446,0.06156156156156156,0.75,diffusion_greedy,666
0.9853320544188445,0.995570027792418,0.003778941548980392,5.909198121034898e-06,0.9677506216295488,0.09943190632095714,0.29001501501501503,0.018536720580506223,0.06456456456456457,1.0,diffusion_greedy,666
0.9852196136573413,0.9958048132625786,0.0035460127724541556,5.153453806063781e-06,0.9670429749710782,0.09992972630264517,0.2951451451451451,0.018621067368485015,0.06606606606606606,1.5,diffusion_greedy,666
0.9849728510544464,0.9960024467817656,0.0033567201446842504,4.60054255532174e-06,0.9667319130074155,0.10112255694945207,0.29992492492492495,0.019235115671592865,0.06756756756756757,2.0,diffusion_greedy,666
