relevance,min_member_sat,fairness_gap,disagreement,diversity,group_ndcg,group_hit,min_member_ndcg,min_member_hit,w2,method,n_groups
0.9207932335138321,0.943343788087368,0.05175904870033264,0.0013091511337368989,0.9580640050768853,0.12181883302218206,0.36208333333333337,0.03500369799727105,0.1,0.0,diffusion_greedy,200
0.9188913622498512,0.9585792869329453,0.03663718670606613,0.0006302499431130659,0.9577612921595573,0.12163659084281936,0.36333333333333334,0.03500369799727105,0.1,0.25,diffusion_greedy,200
0.9162003681063652,0.9657203811407089,0.029420506656169892,0.0003630471442083749,0.957803612947464,0.12151159639860178,0.36575,0.035333141107149184,0.105,0.5,diffusion_greedy,200
0.9128572815656661,0.9708586993813515,0.02419323295354843,0.0002270896508860254,0.9580727574229241,0.12163704047669054,0.36841666666666667,0.03527368801782773,0.105,0.75,diffusion_greedy,200
0.909763857126236,0.9747480455040932,0.020545556843280792,0.0001560852630057319,0.9576973342895507,0.12225785885185968,0.3714166666666667,0.03527368801782773,0.105,1.0,diffusion_greedy,200
0.907758675813675,0.9766377007961273,0.019058513343334197,0.0001358150460864316,0.958438982963562,0.12230939281768535,0.3691666666666667,0.03527368801782773,0.105,1.5,diffusion_greedy,200
0.9063448429107666,0.9771518921852111,0.01856386125087738,0.00012764341377836887,0.9584526869654656,0.12305853164032046,0.3746666666666667,0.03527368801782773,0.105,2.0,diffusion_greedy,200
